date,state,death,negative,positive,totalTestResults
2021-01-29,WY,596.0,172457.0,51690.0,634985.0
2021-01-28,AK,262.0,,52150.0,1479849.0
2021-01-28,AL,7340.0,1759171.0,452734.0,2116642.0
2021-01-28,AR,4784.0,2161833.0,290856.0,2394171.0
2021-01-28,AS,0.0,2140.0,0.0,2140.0
2021-01-28,AZ,12819.0,2712847.0,743232.0,6549568.0
2021-01-28,CA,38961.0,,3186610.0,41470634.0
2021-01-28,CO,5569.0,2003272.0,391699.0,5342864.0
2021-01-28,CT,7020.0,,248765.0,5495472.0
2021-01-28,DC,902.0,,36132.0,1070939.0
2021-01-28,DE,1075.0,502543.0,76495.0,1203211.0
2021-01-28,FL,26456.0,8348124.0,1656697.0,18765200.0
2021-01-28,GA,13827.0,,892957.0,6338228.0
2021-01-28,GU,129.0,98222.0,7572.0,105794.0
2021-01-28,HI,406.0,,26169.0,958263.0
2021-01-28,IA,4532.0,978673.0,265546.0,1244219.0
2021-01-28,ID,1714.0,466155.0,161212.0,597513.0
2021-01-28,IL,21074.0,14617190.0,1116372.0,15733562.0
2021-01-28,IN,9879.0,2310358.0,619995.0,6884491.0
2021-01-28,KS,3718.0,887259.0,272517.0,1159776.0
2021-01-28,KY,3611.0,,355877.0,3560903.0
2021-01-28,LA,8743.0,4543875.0,394909.0,4938784.0
2021-01-28,MA,14348.0,4052150.0,514134.0,13309441.0
2021-01-28,MD,7037.0,2810526.0,348749.0,6865525.0
2021-01-28,ME,567.0,1324669.0,38454.0,1363123.0
2021-01-28,MI,15402.0,8664776.0,606488.0,9271264.0
2021-01-28,MN,6140.0,2794018.0,458633.0,6138854.0
2021-01-28,MO,6725.0,1761216.0,454573.0,4106829.0
2021-01-28,MP,2.0,17429.0,132.0,17561.0
2021-01-28,MS,5945.0,1294488.0,270476.0,1564964.0
2021-01-28,MT,1210.0,846033.0,92934.0,938967.0
2021-01-28,NC,9046.0,7986237.0,739500.0,8725737.0
2021-01-28,ND,1442.0,295310.0,97305.0,1337275.0
2021-01-28,NE,1917.0,727526.0,188784.0,2064234.0
2021-01-28,NH,1022.0,546487.0,64258.0,1234754.0
2021-01-28,NJ,21301.0,8659748.0,681283.0,9341031.0
2021-01-28,NM,3226.0,2114216.0,171719.0,2285935.0
2021-01-28,NV,4181.0,1044894.0,274951.0,2456188.0
2021-01-28,NY,34742.0,,1374480.0,31378817.0
2021-01-28,OH,11006.0,,883716.0,8921429.0
2021-01-28,OK,3423.0,2750480.0,381430.0,3131910.0
2021-01-28,OR,1924.0,,140063.0,3122704.0
2021-01-28,PA,21303.0,3600965.0,824405.0,9050928.0
2021-01-28,PR,1801.0,305972.0,92541.0,398513.0
2021-01-28,RI,2144.0,620559.0,113754.0,2474030.0
2021-01-28,SC,6903.0,3668025.0,431169.0,4099194.0
2021-01-28,SD,1763.0,292275.0,107795.0,400070.0
2021-01-28,TN,9417.0,5636674.0,717583.0,6354257.0
2021-01-28,TX,35639.0,,2310952.0,16949139.0
2021-01-28,UT,1620.0,1421987.0,342445.0,2573911.0
2021-01-28,VA,6308.0,,493674.0,5146985.0
2021-01-28,VI,24.0,38567.0,2384.0,40951.0
2021-01-28,VT,172.0,288108.0,11523.0,870947.0
2021-01-28,WA,4211.0,,305289.0,4470215.0
2021-01-28,WI,6334.0,2493144.0,587580.0,6092912.0
2021-01-28,WV,1983.0,1787745.0,118562.0,1906307.0
2021-01-28,WY,596.0,172077.0,51430.0,625382.0
2021-01-27,AK,261.0,,51951.0,1467400.0
2021-01-27,AL,7172.0,1751068.0,449086.0,2106035.0
2021-01-27,AR,4742.0,2149071.0,288964.0,2379938.0
2021-01-27,AS,0.0,2140.0,0.0,2140.0
2021-01-27,AZ,12643.0,2702143.0,738561.0,6504407.0
2021-01-27,CA,38224.0,,3169914.0,41252482.0
2021-01-27,CO,5552.0,1997031.0,390258.0,5310316.0
2021-01-27,CT,6976.0,,247339.0,5462584.0
2021-01-27,DC,895.0,,35865.0,1064329.0
2021-01-27,DE,1072.0,500582.0,75832.0,1200135.0
2021-01-27,FL,26249.0,8311858.0,1645507.0,18631782.0
2021-01-27,GA,13643.0,,885605.0,6296044.0
2021-01-27,GU,129.0,97819.0,7568.0,105387.0
2021-01-27,HI,404.0,,26070.0,953191.0
2021-01-27,IA,4500.0,976496.0,264583.0,1241079.0
2021-01-27,ID,1688.0,464279.0,160592.0,595187.0
2021-01-27,IL,20949.0,14521262.0,1112181.0,15633443.0
2021-01-27,IN,9845.0,2302951.0,617176.0,6830296.0
2021-01-27,KS,3718.0,887259.0,272517.0,1159776.0
2021-01-27,KY,3542.0,,352943.0,3545049.0
2021-01-27,LA,8688.0,4515626.0,392416.0,4908042.0
2021-01-27,MA,14304.0,4036752.0,509503.0,13192478.0
2021-01-27,MD,6996.0,2801971.0,346559.0,6819049.0
2021-01-27,ME,562.0,1313291.0,38170.0,1351461.0
2021-01-27,MI,15314.0,8615710.0,604233.0,9219943.0
2021-01-27,MN,6124.0,2782547.0,457317.0,6096425.0
2021-01-27,MO,6709.0,1756529.0,452937.0,4086146.0
2021-01-27,MP,2.0,17429.0,132.0,17561.0
2021-01-27,MS,5917.0,1294488.0,268672.0,1563160.0
2021-01-27,MT,1201.0,837428.0,92531.0,929959.0
2021-01-27,NC,8915.0,7923119.0,733010.0,8656129.0
2021-01-27,ND,1441.0,294841.0,97160.0,1333029.0
2021-01-27,NE,1905.0,726309.0,188122.0,2052707.0
2021-01-27,NH,1006.0,543770.0,63563.0,1224489.0
2021-01-27,NJ,21220.0,8618471.0,676537.0,9295008.0
2021-01-27,NM,3198.0,2100210.0,171047.0,2271257.0
2021-01-27,NV,4134.0,1042163.0,273873.0,2445386.0
2021-01-27,NY,34579.0,,1361082.0,31128149.0
2021-01-27,OH,10931.0,,878284.0,8872864.0
2021-01-27,OK,3388.0,2736087.0,379110.0,3115197.0
2021-01-27,OR,1904.0,,139355.0,3105100.0
2021-01-27,PA,21105.0,3590184.0,818369.0,8997550.0
2021-01-27,PR,1794.0,305972.0,92244.0,398216.0
2021-01-27,RI,2135.0,617620.0,113009.0,2451147.0
2021-01-27,SC,6673.0,3644866.0,427231.0,4072097.0
2021-01-27,SD,1739.0,291602.0,107608.0,399210.0
2021-01-27,TN,9316.0,5624063.0,715806.0,6339869.0
2021-01-27,TX,35168.0,,2292732.0,16837794.0
2021-01-27,UT,1620.0,1416799.0,340684.0,2557878.0
2021-01-27,VA,6228.0,,488553.0,5112697.0
2021-01-27,VI,24.0,38308.0,2373.0,40681.0
2021-01-27,VT,172.0,287077.0,11379.0,862821.0
2021-01-27,WA,4167.0,,303482.0,4446844.0
2021-01-27,WI,6302.0,2486960.0,585600.0,6050119.0
2021-01-27,WV,1953.0,1772723.0,117775.0,1890498.0
2021-01-27,WY,596.0,171688.0,51368.0,616677.0
2021-01-26,AK,260.0,,51778.0,1460189.0
2021-01-26,AL,6896.0,1745052.0,445909.0,2097970.0
2021-01-26,AR,4690.0,2138953.0,287187.0,2368680.0
2021-01-26,AS,0.0,2140.0,0.0,2140.0
2021-01-26,AZ,12448.0,2691291.0,732643.0,6462314.0
2021-01-26,CA,37527.0,,3153186.0,41010770.0
2021-01-26,CO,5517.0,1991411.0,388620.0,5279863.0
2021-01-26,CT,6934.0,,244899.0,5419361.0
2021-01-26,DC,888.0,,35700.0,1059682.0
2021-01-26,DE,1065.0,498857.0,75490.0,1192732.0
2021-01-26,FL,26080.0,8292405.0,1637296.0,18566269.0
2021-01-26,GA,13482.0,,879221.0,6271545.0
2021-01-26,GU,129.0,97317.0,7566.0,104883.0
2021-01-26,HI,401.0,,25967.0,948691.0
2021-01-26,IA,4492.0,974630.0,263852.0,1238482.0
2021-01-26,ID,1681.0,462128.0,160033.0,592647.0
2021-01-26,IL,20853.0,14444889.0,1108430.0,15553319.0
2021-01-26,IN,9807.0,2297237.0,614946.0,6787227.0
2021-01-26,KS,3622.0,878382.0,269255.0,1147637.0
2021-01-26,KY,3495.0,,350528.0,3534120.0
2021-01-26,LA,8621.0,4485350.0,388562.0,4873912.0
2021-01-26,MA,14220.0,4024375.0,506183.0,13096275.0
2021-01-26,MD,6963.0,2793416.0,344620.0,6784162.0
2021-01-26,ME,558.0,1305950.0,37708.0,1343658.0
2021-01-26,MI,15305.0,8569233.0,602168.0,9171401.0
2021-01-26,MN,6106.0,2777527.0,456490.0,6080904.0
2021-01-26,MO,6686.0,1752532.0,451493.0,4071261.0
2021-01-26,MP,2.0,17429.0,132.0,17561.0
2021-01-26,MS,5852.0,1294488.0,266598.0,1561086.0
2021-01-26,MT,1185.0,830796.0,92160.0,922956.0
2021-01-26,NC,8776.0,7880514.0,727423.0,8607937.0
2021-01-26,ND,1440.0,294285.0,97006.0,1328400.0
2021-01-26,NE,1894.0,724158.0,187793.0,2040787.0
2021-01-26,NH,994.0,542048.0,63172.0,1215219.0
2021-01-26,NJ,21105.0,8580094.0,671727.0,9251821.0
2021-01-26,NM,3171.0,2092095.0,170296.0,2262391.0
2021-01-26,NV,4088.0,1039968.0,272853.0,2436985.0
2021-01-26,NY,34407.0,,1350054.0,30925488.0
2021-01-26,OH,10856.0,,872918.0,8850736.0
2021-01-26,OK,3323.0,2716708.0,376424.0,3093132.0
2021-01-26,OR,1882.0,,138587.0,3081394.0
2021-01-26,PA,20883.0,3579851.0,812495.0,8954749.0
2021-01-26,PR,1783.0,305972.0,92069.0,398041.0
2021-01-26,RI,2126.0,614667.0,112396.0,2431923.0
2021-01-26,SC,6578.0,3624959.0,423667.0,4048626.0
2021-01-26,SD,1705.0,290810.0,107380.0,398190.0
2021-01-26,TN,9162.0,5600560.0,712406.0,6312966.0
2021-01-26,TX,34701.0,,2273119.0,16738158.0
2021-01-26,UT,1613.0,1412196.0,338675.0,2545013.0
2021-01-26,VA,6174.0,,483326.0,5079311.0
2021-01-26,VI,24.0,38115.0,2350.0,40465.0
2021-01-26,VT,171.0,286199.0,11285.0,858834.0
2021-01-26,WA,4148.0,,302141.0,4424230.0
2021-01-26,WI,6264.0,2481735.0,584041.0,6020539.0
2021-01-26,WV,1928.0,1763350.0,116978.0,1880328.0
2021-01-26,WY,596.0,169518.0,51152.0,609573.0
2021-01-25,AK,259.0,,51693.0,1457053.0
2021-01-25,AL,6662.0,1740023.0,443009.0,2091011.0
2021-01-25,AR,4650.0,2128124.0,284702.0,2356534.0
2021-01-25,AS,0.0,2140.0,0.0,2140.0
2021-01-25,AZ,12239.0,2682877.0,727895.0,6429799.0
2021-01-25,CA,37118.0,,3136158.0,40688908.0
2021-01-25,CO,5512.0,1982404.0,387462.0,5263473.0
2021-01-25,CT,6911.0,,243632.0,5365702.0
2021-01-25,DC,879.0,,35505.0,1054737.0
2021-01-25,DE,1049.0,498223.0,75191.0,1184957.0
2021-01-25,FL,25849.0,8268415.0,1627830.0,18477869.0
2021-01-25,GA,13303.0,,870828.0,6234896.0
2021-01-25,GU,129.0,96773.0,7554.0,104327.0
2021-01-25,HI,342.0,,25903.0,946345.0
2021-01-25,IA,4488.0,973263.0,263261.0,1236524.0
2021-01-25,ID,1669.0,460862.0,159506.0,590967.0
2021-01-25,IL,20744.0,14379271.0,1104763.0,15484034.0
2021-01-25,IN,9728.0,2293804.0,613228.0,6761438.0
2021-01-25,KS,3622.0,878382.0,269255.0,1147637.0
2021-01-25,KY,3460.0,,347836.0,3525107.0
2021-01-25,LA,8590.0,4456714.0,385942.0,4842656.0
2021-01-25,MA,14178.0,4015048.0,503688.0,13046574.0
2021-01-25,MD,6900.0,2787084.0,343138.0,6758236.0
2021-01-25,ME,547.0,1301374.0,37046.0,1338420.0
2021-01-25,MI,15219.0,8544339.0,600093.0,9144432.0
2021-01-25,MN,6098.0,2777761.0,455783.0,6071392.0
2021-01-25,MO,6553.0,1749965.0,450414.0,4060435.0
2021-01-25,MP,2.0,17429.0,132.0,17561.0
2021-01-25,MS,5777.0,1294488.0,265146.0,1559634.0
2021-01-25,MT,1151.0,828300.0,91816.0,920116.0
2021-01-25,NC,8720.0,7850615.0,723445.0,8574060.0
2021-01-25,ND,1436.0,293889.0,96874.0,1327227.0
2021-01-25,NE,1879.0,720000.0,187147.0,2026028.0
2021-01-25,NH,990.0,541256.0,62768.0,1211251.0
2021-01-25,NJ,20972.0,8395679.0,666951.0,9062630.0
2021-01-25,NM,3157.0,2085370.0,169696.0,2255066.0
2021-01-25,NV,4029.0,1037451.0,271897.0,2427440.0
2021-01-25,NY,34242.0,,1338990.0,30762550.0
2021-01-25,OH,10768.0,,868656.0,8814234.0
2021-01-25,OK,3293.0,2690714.0,374853.0,3065567.0
2021-01-25,OR,1880.0,,138168.0,3043792.0
2021-01-25,PA,20664.0,3569440.0,807867.0,8909236.0
2021-01-25,PR,1778.0,305972.0,91596.0,397568.0
2021-01-25,RI,2110.0,612613.0,111754.0,2418019.0
2021-01-25,SC,6552.0,3599689.0,421417.0,4021106.0
2021-01-25,SD,1705.0,290341.0,107180.0,397521.0
2021-01-25,TN,8970.0,5593286.0,710427.0,6303713.0
2021-01-25,TX,34394.0,,2246845.0,16629666.0
2021-01-25,UT,1597.0,1408984.0,337264.0,2536306.0
2021-01-25,VA,6081.0,,478619.0,5056432.0
2021-01-25,VI,24.0,37956.0,2341.0,40297.0
2021-01-25,VT,171.0,286031.0,11165.0,853551.0
2021-01-25,WA,4114.0,,300198.0,4373646.0
2021-01-25,WI,6199.0,2477588.0,582477.0,6003401.0
2021-01-25,WV,1899.0,1749611.0,115839.0,1865450.0
2021-01-25,WY,571.0,167371.0,51062.0,573868.0
2021-01-24,AK,259.0,,51610.0,1453470.0
2021-01-24,AL,6660.0,1737094.0,441170.0,2086555.0
2021-01-24,AR,4606.0,2119560.0,284066.0,2347388.0
2021-01-24,AS,0.0,2140.0,0.0,2140.0
2021-01-24,AZ,12238.0,2671771.0,722574.0,6385219.0
2021-01-24,CA,36790.0,,3109151.0,40285715.0
2021-01-24,CO,5505.0,1982404.0,386285.0,5246911.0
2021-01-24,CT,6819.0,,237815.0,5348266.0
2021-01-24,DC,872.0,,35301.0,1048951.0
2021-01-24,DE,1041.0,496142.0,74575.0,1176841.0
2021-01-24,FL,25693.0,8243060.0,1619288.0,18397824.0
2021-01-24,GA,13250.0,,866911.0,6208860.0
2021-01-24,GU,128.0,95727.0,7547.0,103274.0
2021-01-24,HI,342.0,,25782.0,942303.0
2021-01-24,IA,4488.0,972199.0,262860.0,1235059.0
2021-01-24,ID,1668.0,459674.0,159325.0,589629.0
2021-01-24,IL,20680.0,14308013.0,1101819.0,15409832.0
2021-01-24,IN,9716.0,2289012.0,611039.0,6738341.0
2021-01-24,KS,3598.0,870758.0,266653.0,1137411.0
2021-01-24,KY,3421.0,,346586.0,3503064.0
2021-01-24,LA,8565.0,4431708.0,383862.0,4815570.0
2021-01-24,MA,14133.0,4002160.0,500037.0,12967924.0
2021-01-24,MD,6865.0,2779405.0,341452.0,6723502.0
2021-01-24,ME,544.0,1272416.0,36598.0,1309014.0
2021-01-24,MI,15181.0,8489363.0,596746.0,9086109.0
2021-01-24,MN,6095.0,2770487.0,454989.0,6052223.0
2021-01-24,MO,6548.0,1747534.0,449535.0,4051388.0
2021-01-24,MP,2.0,17429.0,129.0,17558.0
2021-01-24,MS,5772.0,1256115.0,264219.0,1520334.0
2021-01-24,MT,1151.0,820034.0,91652.0,911686.0
2021-01-24,NC,8695.0,7805735.0,718812.0,8524547.0
2021-01-24,ND,1428.0,293808.0,96817.0,1325891.0
2021-01-24,NE,1879.0,718934.0,186854.0,2021416.0
2021-01-24,NH,987.0,539229.0,62337.0,1205021.0
2021-01-24,NJ,20951.0,8395679.0,662808.0,9058487.0
2021-01-24,NM,3145.0,2075903.0,169205.0,2245108.0
2021-01-24,NV,4026.0,1035329.0,270907.0,2419035.0
2021-01-24,NY,34069.0,,1326987.0,30543012.0
2021-01-24,OH,10711.0,,864322.0,8777871.0
2021-01-24,OK,3279.0,2690714.0,373090.0,3063804.0
2021-01-24,OR,1877.0,,137600.0,3043792.0
2021-01-24,PA,20609.0,3558664.0,803933.0,8869834.0
2021-01-24,PR,1773.0,305972.0,91028.0,397000.0
2021-01-24,RI,2101.0,611449.0,111453.0,2410025.0
2021-01-24,SC,6547.0,3566787.0,418325.0,3985112.0
2021-01-24,SD,1705.0,290091.0,107148.0,397239.0
2021-01-24,TN,8859.0,5580734.0,708717.0,6289451.0
2021-01-24,TX,34322.0,,2240526.0,16561140.0
2021-01-24,UT,1595.0,1406188.0,336405.0,2529796.0
2021-01-24,VA,6078.0,,472447.0,5007050.0
2021-01-24,VI,24.0,37956.0,2341.0,40297.0
2021-01-24,VT,170.0,284862.0,11033.0,847983.0
2021-01-24,WA,4114.0,,300198.0,4373646.0
2021-01-24,WI,6190.0,2474335.0,581377.0,5990470.0
2021-01-24,WV,1895.0,1745030.0,115307.0,1860337.0
2021-01-24,WY,571.0,167371.0,50898.0,573868.0
2021-01-23,AK,259.0,,51445.0,1446514.0
2021-01-23,AL,6657.0,1730471.0,439442.0,2078488.0
2021-01-23,AR,4563.0,2111634.0,282995.0,2338521.0
2021-01-23,AS,0.0,2140.0,0.0,2140.0
2021-01-23,AZ,12170.0,2657166.0,715357.0,6324445.0
2021-01-23,CA,36361.0,,3085040.0,39970119.0
2021-01-23,CO,5482.0,1976577.0,384966.0,5221165.0
2021-01-23,CT,6819.0,,237815.0,5329587.0
2021-01-23,DC,870.0,,35077.0,1043112.0
2021-01-23,DE,1036.0,494710.0,73915.0,1167997.0
2021-01-23,FL,25561.0,8215386.0,1609953.0,18295646.0
2021-01-23,GA,13246.0,,862158.0,6174470.0
2021-01-23,GU,128.0,95727.0,7547.0,103274.0
2021-01-23,HI,336.0,,25631.0,936450.0
2021-01-23,IA,4487.0,970314.0,262149.0,1232463.0
2021-01-23,ID,1667.0,458315.0,158798.0,587827.0
2021-01-23,IL,20645.0,14221167.0,1098527.0,15319694.0
2021-01-23,IN,9693.0,2282437.0,608519.0,6701477.0
2021-01-23,KS,3598.0,870758.0,266653.0,1137411.0
2021-01-23,KY,3386.0,,344568.0,3503064.0
2021-01-23,LA,8483.0,4395697.0,380255.0,4775952.0
2021-01-23,MA,14064.0,3988109.0,496093.0,12866597.0
2021-01-23,MD,6837.0,2771726.0,339307.0,6678255.0
2021-01-23,ME,544.0,1272416.0,36598.0,1309014.0
2021-01-23,MI,15181.0,8489363.0,596746.0,9086109.0
2021-01-23,MN,6063.0,2758759.0,453808.0,6024172.0
2021-01-23,MO,6541.0,1741799.0,447398.0,4031558.0
2021-01-23,MP,2.0,17429.0,129.0,17558.0
2021-01-23,MS,5752.0,1256115.0,263023.0,1519138.0
2021-01-23,MT,1141.0,815343.0,91410.0,906753.0
2021-01-23,NC,8586.0,7749846.0,712716.0,8462562.0
2021-01-23,ND,1428.0,293468.0,96720.0,1323998.0
2021-01-23,NE,1878.0,711753.0,186255.0,1998438.0
2021-01-23,NH,981.0,537726.0,61576.0,1197947.0
2021-01-23,NJ,20934.0,8395679.0,657536.0,9053215.0
2021-01-23,NM,3115.0,2063661.0,168579.0,2232240.0
2021-01-23,NV,4011.0,1033114.0,269713.0,2409727.0
2021-01-23,NY,33907.0,,1314267.0,30293057.0
2021-01-23,OH,10680.0,,859841.0,8738557.0
2021-01-23,OK,3231.0,2690714.0,370149.0,3060863.0
2021-01-23,OR,1865.0,,136839.0,3043792.0
2021-01-23,PA,20526.0,3546910.0,799957.0,8818645.0
2021-01-23,PR,1771.0,305972.0,90073.0,396045.0
2021-01-23,RI,2097.0,608341.0,110711.0,2390238.0
2021-01-23,SC,6479.0,3530329.0,413789.0,3944118.0
2021-01-23,SD,1696.0,289457.0,106963.0,396420.0
2021-01-23,TN,8819.0,5557065.0,705876.0,6262941.0
2021-01-23,TX,34114.0,,2228961.0,16405627.0
2021-01-23,UT,1582.0,1401634.0,334889.0,2518969.0
2021-01-23,VA,6079.0,,468655.0,4977971.0
2021-01-23,VI,24.0,37801.0,2335.0,40136.0
2021-01-23,VT,170.0,283639.0,10908.0,841251.0
2021-01-23,WA,4114.0,,298249.0,4349779.0
2021-01-23,WI,6184.0,2469123.0,580003.0,5967261.0
2021-01-23,WV,1872.0,1739051.0,114752.0,1853803.0
2021-01-23,WY,571.0,167371.0,50583.0,573868.0
2021-01-22,AK,254.0,,51204.0,1438958.0
2021-01-22,AL,6486.0,1720674.0,436087.0,2066351.0
2021-01-22,AR,4549.0,2101691.0,281382.0,2327428.0
2021-01-22,AS,0.0,2140.0,0.0,2140.0
2021-01-22,AZ,12001.0,2643185.0,708041.0,6269091.0
2021-01-22,CA,35768.0,,3062068.0,39725839.0
2021-01-22,CO,5462.0,1969395.0,383008.0,5185408.0
2021-01-22,CT,6819.0,,237815.0,5295931.0
2021-01-22,DC,867.0,,34905.0,1038480.0
2021-01-22,DE,1027.0,492472.0,73233.0,1157126.0
2021-01-22,FL,25405.0,8166392.0,1597849.0,18126056.0
2021-01-22,GA,13060.0,,853173.0,6122066.0
2021-01-22,GU,128.0,95727.0,7547.0,103274.0
2021-01-22,HI,332.0,,25498.0,931476.0
2021-01-22,IA,4478.0,967921.0,261193.0,1229114.0
2021-01-22,ID,1654.0,456296.0,158200.0,585359.0
2021-01-22,IL,20534.0,14116141.0,1093375.0,15209516.0
2021-01-22,IN,9642.0,2274470.0,605426.0,6652500.0
2021-01-22,KS,3598.0,870758.0,266653.0,1137411.0
2021-01-22,KY,3337.0,,340779.0,3484786.0
2021-01-22,LA,8483.0,4395697.0,380255.0,4775952.0
2021-01-22,MA,13987.0,3973073.0,491452.0,12754206.0
2021-01-22,MD,6792.0,2760718.0,336915.0,6630564.0
2021-01-22,ME,540.0,1272416.0,36274.0,1308690.0
2021-01-22,MI,14951.0,8438452.0,594920.0,9033372.0
2021-01-22,MN,6032.0,2747425.0,452268.0,5984932.0
2021-01-22,MO,6527.0,1737683.0,445621.0,4013031.0
2021-01-22,MP,2.0,17429.0,129.0,17558.0
2021-01-22,MS,5713.0,1256115.0,261167.0,1517282.0
2021-01-22,MT,1104.0,808720.0,91049.0,899769.0
2021-01-22,NC,8464.0,7682117.0,705535.0,8387652.0
2021-01-22,ND,1428.0,293130.0,96567.0,1319901.0
2021-01-22,NE,1868.0,710145.0,185346.0,1988904.0
2021-01-22,NH,971.0,534764.0,60951.0,1187904.0
2021-01-22,NJ,20875.0,8356555.0,650389.0,9006944.0
2021-01-22,NM,3077.0,2046764.0,167731.0,2214495.0
2021-01-22,NV,3958.0,1030124.0,268212.0,2395142.0
2021-01-22,NY,33763.0,,1300481.0,30030951.0
2021-01-22,OH,10599.0,,853982.0,8682631.0
2021-01-22,OK,3187.0,2674361.0,365992.0,3040353.0
2021-01-22,OR,1843.0,,135973.0,3023332.0
2021-01-22,PA,20321.0,3533761.0,794172.0,8756485.0
2021-01-22,PR,1761.0,305972.0,89282.0,395254.0
2021-01-22,RI,2083.0,605703.0,109735.0,2363131.0
2021-01-22,SC,6404.0,3491343.0,409188.0,3900531.0
2021-01-22,SD,1684.0,288761.0,106716.0,395477.0
2021-01-22,TN,8777.0,5529631.0,701847.0,6231478.0
2021-01-22,TX,33707.0,,2211289.0,16321080.0
2021-01-22,UT,1571.0,1399108.0,333118.0,2510554.0
2021-01-22,VA,6002.0,,463751.0,4948485.0
2021-01-22,VI,24.0,37728.0,2321.0,40049.0
2021-01-22,VT,169.0,282322.0,10759.0,834067.0
2021-01-22,WA,4065.0,,296087.0,4325798.0
2021-01-22,WI,6135.0,2463344.0,577991.0,5937589.0
2021-01-22,WV,1856.0,1729051.0,113615.0,1842666.0
2021-01-22,WY,571.0,167371.0,50583.0,573868.0
2021-01-21,AK,254.0,,50941.0,1430967.0
2021-01-21,AL,6379.0,1715242.0,432536.0,2058224.0
2021-01-21,AR,4496.0,2091292.0,279220.0,2315535.0
2021-01-21,AS,0.0,2140.0,0.0,2140.0
2021-01-21,AZ,11772.0,2628346.0,699942.0,6215572.0
2021-01-21,CA,35004.0,,3039044.0,39512756.0
2021-01-21,CO,5440.0,1962432.0,381210.0,5140301.0
2021-01-21,CT,6774.0,,235796.0,5257608.0
2021-01-21,DC,864.0,,34612.0,1031692.0
2021-01-21,DE,1027.0,490466.0,72523.0,1148366.0
2021-01-21,FL,25128.0,8144203.0,1584442.0,18042225.0
2021-01-21,GA,12889.0,,844799.0,6072614.0
2021-01-21,GU,128.0,95405.0,7528.0,102933.0
2021-01-21,HI,328.0,,25329.0,926411.0
2021-01-21,IA,4445.0,966124.0,260227.0,1226351.0
2021-01-21,ID,1635.0,454808.0,157588.0,583441.0
2021-01-21,IL,20423.0,13997352.0,1086333.0,15083685.0
2021-01-21,IN,9593.0,2266053.0,601937.0,6600039.0
2021-01-21,KS,3575.0,862293.0,263412.0,1125705.0
2021-01-21,KY,3301.0,,338034.0,3461098.0
2021-01-21,LA,8442.0,4370572.0,378318.0,4748890.0
2021-01-21,MA,13906.0,3956227.0,486180.0,12648438.0
2021-01-21,MD,6735.0,2749627.0,334519.0,6578575.0
2021-01-21,ME,536.0,1262752.0,35638.0,1298390.0
2021-01-21,MI,14933.0,8396146.0,592382.0,8988528.0
2021-01-21,MN,6011.0,2738635.0,450762.0,5945782.0
2021-01-21,MO,6485.0,1733393.0,443838.0,3993440.0
2021-01-21,MP,2.0,17429.0,129.0,17558.0
2021-01-21,MS,5668.0,1256115.0,259117.0,1515232.0
2021-01-21,MT,1100.0,802121.0,90649.0,892770.0
2021-01-21,NC,8339.0,7612132.0,698099.0,8310231.0
2021-01-21,ND,1422.0,292924.0,96370.0,1315777.0
2021-01-21,NE,1862.0,708280.0,184482.0,1966167.0
2021-01-21,NH,962.0,532608.0,60294.0,1179465.0
2021-01-21,NJ,20760.0,8310677.0,646189.0,8956866.0
2021-01-21,NM,3044.0,2032027.0,166823.0,2198850.0
2021-01-21,NV,3910.0,1027324.0,266343.0,2381783.0
2021-01-21,NY,33594.0,,1285337.0,29762950.0
2021-01-21,OH,10518.0,,849704.0,8622872.0
2021-01-21,OK,3140.0,2653602.0,363046.0,3016648.0
2021-01-21,OR,1832.0,,135142.0,3003213.0
2021-01-21,PA,20128.0,3520836.0,788834.0,8694264.0
2021-01-21,PR,1732.0,305972.0,88728.0,394700.0
2021-01-21,RI,2076.0,602437.0,108786.0,2340681.0
2021-01-21,SC,6373.0,3457775.0,404492.0,3862267.0
2021-01-21,SD,1673.0,288115.0,106400.0,394515.0
2021-01-21,TN,8684.0,5505383.0,697783.0,6203166.0
2021-01-21,TX,33285.0,,2188643.0,16202370.0
2021-01-21,UT,1547.0,1395159.0,330469.0,2498162.0
2021-01-21,VA,5940.0,,459604.0,4923610.0
2021-01-21,VI,24.0,37465.0,2305.0,39770.0
2021-01-21,VT,168.0,280982.0,10580.0,822888.0
2021-01-21,WA,3940.0,,294017.0,4297306.0
2021-01-21,WI,6090.0,2457032.0,575688.0,5897305.0
2021-01-21,WV,1849.0,1710887.0,112617.0,1823504.0
2021-01-21,WY,550.0,167371.0,50424.0,573868.0
2021-01-20,AK,253.0,,50732.0,1420122.0
2021-01-20,AL,6283.0,1709750.0,429655.0,2050637.0
2021-01-20,AR,4441.0,2080207.0,276114.0,2302494.0
2021-01-20,AS,0.0,2140.0,0.0,2140.0
2021-01-20,AZ,11528.0,2603084.0,690544.0,6145769.0
2021-01-20,CA,34433.0,,3019371.0,39288363.0
2021-01-20,CO,5422.0,1954601.0,379227.0,5098541.0
2021-01-20,CT,6726.0,,234134.0,5216192.0
2021-01-20,DC,863.0,,34403.0,1024531.0
2021-01-20,DE,1026.0,488725.0,71775.0,1142091.0
2021-01-20,FL,24965.0,8106299.0,1571840.0,17910668.0
2021-01-20,GA,12778.0,,836649.0,6033197.0
2021-01-20,GU,128.0,94791.0,7521.0,102312.0
